12 4 0.0002790 0.0004140 
12 8 0.0002880 0.0004140 
12 12 0.0003600 0.0006030 
12 16 0.0003510 0.0006300 
12 20 0.0003600 0.0006300 
12 24 0.0003600 0.0006300 
12 28 0.0003510 0.0008370 
12 32 0.0003600 0.0008550 
12 36 0.0003600 0.0008460 
12 40 0.0003600 0.0008460 
12 44 0.0004950 0.0008640 
12 48 0.0005310 0.0008550 
12 52 0.0005310 0.0008820 
12 56 0.0005310 0.0008550 
12 60 0.0005310 0.0008550 
12 64 0.0005220 0.0008550 
12 68 0.0005400 0.0008550 
12 72 0.0005400 0.0008460 

24 4 0.0003780 0.0005130 
24 8 0.0003960 0.0005040 
24 12 0.0005130 0.0008010 
24 16 0.0006210 0.0008010 
24 20 0.0005130 0.0008010 
24 24 0.0005130 0.0008010 
24 28 0.0007380 0.0011340 
24 32 0.0007470 0.0011520 
24 36 0.0006300 0.0012240 
24 40 0.0007380 0.0011700 
24 44 0.0007380 0.0011430 
24 48 0.0007380 0.0012240 
24 52 0.0006300 0.0011340 
24 56 0.0007470 0.0011340 
24 60 0.0007560 0.0010890 
24 64 0.0008730 0.0011340 
24 68 0.0007470 0.0011340 
24 72 0.0007560 0.0010980 

32 4 0.0004500 0.0006210 
32 8 0.0004230 0.0005850 
32 12 0.0005760 0.0009450 
32 16 0.0005670 0.0009360 
32 20 0.0007110 0.0009360 
32 24 0.0007560 0.0009450 
32 28 0.0007200 0.0014310 
32 32 0.0007200 0.0013050 
32 36 0.0007200 0.0012960 
32 40 0.0007200 0.0014220 
32 44 0.0007200 0.0014220 
32 48 0.0007200 0.0013590 
32 52 0.0007200 0.0014310 
32 56 0.0007200 0.0013860 
32 60 0.0007200 0.0014220 
32 64 0.0007200 0.0013590 
32 68 0.0007200 0.0012960 
32 72 0.0008550 0.0012960 

40 4 0.0005040 0.0006660 
40 8 0.0004680 0.0006660 
40 12 0.0006480 0.0010800 
40 16 0.0006480 0.0010800 
40 20 0.0006480 0.0011520 
40 24 0.0008640 0.0010800 
40 28 0.0009810 0.0017190 
40 32 0.0008190 0.0015030 
40 36 0.0009990 0.0016830 
40 40 0.0008100 0.0015030 
40 44 0.0008190 0.0015750 
40 48 0.0014400 0.0019980 
40 52 0.0014220 0.0019980 
40 56 0.0013050 0.0022860 
40 60 0.0008640 0.0015750 
40 64 0.0009810 0.0015030 
40 68 0.0009810 0.0015750 
40 72 0.0008190 0.0015030 

52 4 0.0005220 0.0008370 
52 8 0.0005220 0.0008370 
52 12 0.0007470 0.0013770 
52 16 0.0007470 0.0014580 
52 20 0.0007470 0.0014670 
52 24 0.0007560 0.0014850 
52 28 0.0007470 0.0020070 
52 32 0.0007470 0.0019890 
52 36 0.0009540 0.0019620 
52 40 0.0009540 0.0020250 
52 44 0.0009540 0.0019890 
52 48 0.0011340 0.0018990 
52 52 0.0009630 0.0019980 
52 56 0.0009540 0.0025020 
52 60 0.0009540 0.0021780 
52 64 0.0009630 0.0018990 
52 68 0.0009630 0.0030240 
52 72 0.0009540 0.0020070 

64 4 0.0006570 0.0009360 
64 8 0.0008730 0.0009270 
64 12 0.0008730 0.0015390 
64 16 0.0008730 0.0015390 
64 20 0.0008730 0.0015390 
64 24 0.0011160 0.0022950 
64 28 0.0011160 0.0021420 
64 32 0.0014400 0.0021420 
64 36 0.0013320 0.0021420 
64 40 0.0015840 0.0028800 
64 44 0.0011250 0.0022590 
64 48 0.0013320 0.0022680 
64 52 0.0013680 0.0022590 
64 56 0.0013320 0.0021420 
64 60 0.0013320 0.0021420 
64 64 0.0019170 0.0031500 
64 68 0.0014220 0.0021420 
64 72 0.0011160 0.0021420 

72 4 0.0006840 0.0010080 
72 8 0.0006840 0.0009990 
72 12 0.0009540 0.0016830 
72 16 0.0009450 0.0016830 
72 20 0.0009450 0.0016830 
72 24 0.0015390 0.0024840 
72 28 0.0012150 0.0023400 
72 32 0.0014400 0.0023400 
72 36 0.0014490 0.0023400 
72 40 0.0014400 0.0023400 
72 44 0.0014490 0.0024750 
72 48 0.0017100 0.0031320 
72 52 0.0019710 0.0034110 
72 56 0.0012150 0.0025650 
72 60 0.0019800 0.0030240 
72 64 0.0014490 0.0024570 
72 68 0.0019890 0.0031500 
72 72 0.0018180 0.0024570 

80 4 0.0008100 0.0011880 
80 8 0.0008010 0.0011970 
80 12 0.0011160 0.0019260 
80 16 0.0011160 0.0019260 
80 20 0.0011250 0.0019260 
80 24 0.0018000 0.0027900 
80 28 0.0014400 0.0026820 
80 32 0.0019710 0.0026730 
80 36 0.0014400 0.0026820 
80 40 0.0017010 0.0028710 
80 44 0.0014400 0.0026820 
80 48 0.0022320 0.0035910 
80 52 0.0015570 0.0026820 
80 56 0.0018540 0.0034200 
80 60 0.0018540 0.0034200 
80 64 0.0013230 0.0028620 
80 68 0.0019530 0.0036000 
80 72 0.0018450 0.0036000 

88 4 0.0007920 0.0012060 
88 8 0.0011070 0.0011970 
88 12 0.0010980 0.0020070 
88 16 0.0010980 0.0020070 
88 20 0.0010980 0.0021420 
88 24 0.0014400 0.0029250 
88 28 0.0014220 0.0028260 
88 32 0.0014130 0.0029700 
88 36 0.0018450 0.0029610 
88 40 0.0021330 0.0037620 
88 44 0.0014490 0.0028260 
88 48 0.0014130 0.0028260 
88 52 0.0021330 0.0042390 
88 56 0.0019890 0.0036270 
88 60 0.0017820 0.0029250 
88 64 0.0016830 0.0028260 
88 68 0.0014310 0.0028260 
88 72 0.0014310 0.0029430 

100 4 0.0008280 0.0013680 
100 8 0.0008370 0.0013680 
100 12 0.0012060 0.0022680 
100 16 0.0012150 0.0022860 
100 20 0.0012060 0.0022680 
100 24 0.0012060 0.0022680 
100 28 0.0011970 0.0033030 
100 32 0.0011970 0.0033570 
100 36 0.0012060 0.0033390 
100 40 0.0011970 0.0047430 
100 44 0.0011970 0.0042390 
100 48 0.0016020 0.0042300 
100 52 0.0015480 0.0047430 
100 56 0.0015570 0.0051300 
100 60 0.0015480 0.0049770 
100 64 0.0015570 0.0055620 
100 68 0.0015570 0.0065430 
100 72 0.0015480 0.0060300 

200 4 0.0015030 0.0025200 
200 8 0.0015030 0.0025200 
200 12 0.0021510 0.0042570 
200 16 0.0021510 0.0042570 
200 20 0.0021510 0.0042570 
200 24 0.0028260 0.0059940 
200 28 0.0027990 0.0059940 
200 32 0.0027990 0.0064080 
200 36 0.0034470 0.0064170 
200 40 0.0034470 0.0077220 
200 44 0.0034470 0.0077220 
200 48 0.0045180 0.0086490 
200 52 0.0047520 0.0098820 
200 56 0.0047520 0.0098820 
200 60 0.0041040 0.0098910 
200 64 0.0052740 0.0098820 
200 68 0.0052740 0.0111870 
200 72 0.0052740 0.0121230 

300 4 0.0021060 0.0036720 
300 8 0.0021060 0.0036810 
300 12 0.0030690 0.0062100 
300 16 0.0030690 0.0062100 
300 20 0.0030690 0.0063450 
300 24 0.0030690 0.0087840 
300 28 0.0030600 0.0087390 
300 32 0.0030600 0.0087390 
300 36 0.0030600 0.0112770 
300 40 0.0030600 0.0112680 
300 44 0.0040680 0.0112680 
300 48 0.0040320 0.0112680 
300 52 0.0040320 0.0138060 
300 56 0.0040320 0.0152460 
300 60 0.0040230 0.0137970 
300 64 0.0040410 0.0169650 
300 68 0.0040320 0.0163440 
300 72 0.0040230 0.0184770 

400 4 0.0027810 0.0048510 
400 8 0.0040320 0.0048240 
400 12 0.0040320 0.0081720 
400 16 0.0040320 0.0090540 
400 20 0.0040230 0.0081720 
400 24 0.0053100 0.0115020 
400 28 0.0052830 0.0124020 
400 32 0.0064260 0.0132930 
400 36 0.0065430 0.0148050 
400 40 0.0065340 0.0148140 
400 44 0.0075060 0.0148050 
400 48 0.0076410 0.0148140 
400 52 0.0087570 0.0181170 
400 56 0.0077940 0.0199260 
400 60 0.0087660 0.0199350 
400 64 0.0090540 0.0214380 
400 68 0.0100080 0.0214380 
400 72 0.0101430 0.0241740 

500 4 0.0033750 0.0059580 
500 8 0.0049590 0.0059580 
500 12 0.0049500 0.0100800 
500 16 0.0049590 0.0112410 
500 20 0.0049590 0.0100710 
500 24 0.0049500 0.0141930 
500 28 0.0049500 0.0153540 
500 32 0.0049500 0.0141930 
500 36 0.0065610 0.0182970 
500 40 0.0065160 0.0194670 
500 44 0.0065160 0.0182970 
500 48 0.0065160 0.0194670 
500 52 0.0065160 0.0236070 
500 56 0.0065160 0.0224280 
500 60 0.0065160 0.0235800 
500 64 0.0065160 0.0277020 
500 68 0.0065160 0.0276930 
500 72 0.0065160 0.0301500 

600 4 0.0040950 0.0071370 
600 8 0.0059580 0.0071280 
600 12 0.0059580 0.0120330 
600 16 0.0059580 0.0134190 
600 20 0.0059580 0.0120330 
600 24 0.0078120 0.0169380 
600 28 0.0092700 0.0183150 
600 32 0.0092880 0.0169380 
600 36 0.0126000 0.0218340 
600 40 0.0096750 0.0232110 
600 44 0.0111330 0.0218340 
600 48 0.0129870 0.0232200 
600 52 0.0129780 0.0295920 
600 56 0.0129870 0.0281160 
600 60 0.0129690 0.0267300 
600 64 0.0149220 0.0330210 
600 68 0.0163710 0.0330210 
600 72 0.0148410 0.0330210 

700 4 0.0047160 0.0083070 
700 8 0.0068760 0.0083250 
700 12 0.0068760 0.0140040 
700 16 0.0068760 0.0139950 
700 20 0.0068760 0.0139860 
700 24 0.0068760 0.0197640 
700 28 0.0090630 0.0196920 
700 32 0.0068760 0.0196920 
700 36 0.0090450 0.0253800 
700 40 0.0090450 0.0270000 
700 44 0.0090450 0.0253800 
700 48 0.0090450 0.0269910 
700 52 0.0090450 0.0345420 
700 56 0.0090450 0.0310770 
700 60 0.0090450 0.0327150 
700 64 0.0106920 0.0384030 
700 68 0.0107820 0.0383940 
700 72 0.0112140 0.0383850 

800 4 0.0053730 0.0094050 
800 8 0.0078300 0.0094050 
800 12 0.0078300 0.0158850 
800 16 0.0078300 0.0158850 
800 20 0.0078300 0.0158850 
800 24 0.0102870 0.0223650 
800 28 0.0122040 0.0242100 
800 32 0.0102780 0.0223740 
800 36 0.0166050 0.0288540 
800 40 0.0127350 0.0306990 
800 44 0.0146520 0.0288540 
800 48 0.0171180 0.0306900 
800 52 0.0151920 0.0391050 
800 56 0.0171090 0.0353340 
800 60 0.0190890 0.0371790 
800 64 0.0195660 0.0455940 
800 68 0.0195570 0.0436590 
800 72 0.0216180 0.0436590 

900 4 0.0059850 0.0105660 
900 8 0.0087480 0.0105750 
900 12 0.0087570 0.0178470 
900 16 0.0087570 0.0178560 
900 20 0.0087480 0.0178740 
900 24 0.0087480 0.0251370 
900 28 0.0115200 0.0251370 
900 32 0.0115200 0.0251280 
900 36 0.0115200 0.0324090 
900 40 0.0115200 0.0344880 
900 44 0.0115110 0.0324270 
900 48 0.0115200 0.0417600 
900 52 0.0115200 0.0417600 
900 56 0.0115200 0.0417600 
900 60 0.0115110 0.0439380 
900 64 0.0136350 0.0469800 
900 68 0.0115200 0.0490590 
900 72 0.0163980 0.0533250 

1000 4 0.0097110 0.0116730 
1000 8 0.0097110 0.0197460 
1000 12 0.0097020 0.0197460 
1000 16 0.0097110 0.0197460 
1000 20 0.0127620 0.0278280 
1000 24 0.0127620 0.0278190 
1000 28 0.0127710 0.0278190 
1000 32 0.0158220 0.0358830 
1000 36 0.0158220 0.0359010 
1000 40 0.0158220 0.0358740 
1000 44 0.0188820 0.0439380 
1000 48 0.0188820 0.0439560 
1000 52 0.0188820 0.0439470 
1000 56 0.0219420 0.0439470 
1000 60 0.0219420 0.0520200 
1000 64 0.0219420 0.0543150 
1000 68 0.0219420 0.0543060 
1000 72 0.0249930 0.0600750 

2000 4 0.0196470 0.0233550 
2000 8 0.0195660 0.0393480 
2000 12 0.0195930 0.0439290 
2000 16 0.0256500 0.0393390 
2000 20 0.0256230 0.0552870 
2000 24 0.0256050 0.0553230 
2000 28 0.0256410 0.0553230 
