binary64 1526201644107804 7523144459163439537 0x7ffcdb027dd8 -0x1.0000000000000p+2
binary64 1526201644107817 5407648325862965239 0x7ffcdb027dd0 0x1.0000000000000p+1
binary64 1526201644107889 7523144459163439537 0x7ffcdb027dd8 0x1.280000000000ep+4
binary64 1526201644107891 5407648325862965239 0x7ffcdb027dd0 -0x1.0000000000000p+2
binary64 1526201644107904 7523144459163439537 0x7ffcdb027dd8 0x1.2c1bacf914cacp+3
binary64 1526201644107904 5407648325862965239 0x7ffcdb027dd0 0x1.280000000000ep+4
binary64 1526201644107917 7523144459163439537 0x7ffcdb027dd8 0x1.f3461621f0884p+2
binary64 1526201644107918 5407648325862965239 0x7ffcdb027dd0 0x1.2c1bacf914cacp+3
binary64 1526201644107931 7523144459163439537 0x7ffcdb027dd8 0x1.c9e1ed467e290p+2
binary64 1526201644107931 5407648325862965239 0x7ffcdb027dd0 0x1.f3461621f0884p+2
binary64 1526201644107944 7523144459163439537 0x7ffcdb027dd8 0x1.b3a25c7389f91p+2
binary64 1526201644107944 5407648325862965239 0x7ffcdb027dd0 0x1.c9e1ed467e290p+2
binary64 1526201644107957 7523144459163439537 0x7ffcdb027dd8 0x1.a5edb205f887fp+2
binary64 1526201644107957 5407648325862965239 0x7ffcdb027dd0 0x1.b3a25c7389f91p+2
binary64 1526201644107970 7523144459163439537 0x7ffcdb027dd8 0x1.9cc40d3c31f7cp+2
binary64 1526201644107970 5407648325862965239 0x7ffcdb027dd0 0x1.a5edb205f887fp+2
binary64 1526201644107983 7523144459163439537 0x7ffcdb027dd8 0x1.964d112b2942dp+2
binary64 1526201644107984 5407648325862965239 0x7ffcdb027dd0 0x1.9cc40d3c31f7cp+2
binary64 1526201644107996 7523144459163439537 0x7ffcdb027dd8 0x1.9190da341ef92p+2
binary64 1526201644107997 5407648325862965239 0x7ffcdb027dd0 0x1.964d112b2942dp+2
binary64 1526201644108009 7523144459163439537 0x7ffcdb027dd8 0x1.8e064b0272a30p+2
binary64 1526201644108009 5407648325862965239 0x7ffcdb027dd0 0x1.9190da341ef92p+2
binary64 1526201644108022 7523144459163439537 0x7ffcdb027dd8 0x1.8bb4741da9662p+2
binary64 1526201644108022 5407648325862965239 0x7ffcdb027dd0 0x1.8e064b0272a30p+2
binary64 1526201644108035 7523144459163439537 0x7ffcdb027dd8 0x1.9069b4a23a307p+2
binary64 1526201644108035 5407648325862965239 0x7ffcdb027dd0 0x1.8bb4741da9662p+2
binary64 1526201644108047 7523144459163439537 0x7ffcdb027dd8 0x1.fc28ecb0982fep+2
binary64 1526201644108048 5407648325862965239 0x7ffcdb027dd0 0x1.9069b4a23a307p+2
binary64 1526201644108060 7523144459163439537 0x7ffcdb027dd8 0x1.d12db34146d91p+4
binary64 1526201644108061 5407648325862965239 0x7ffcdb027dd0 0x1.fc28ecb0982fep+2
binary64 1526201644108074 7523144459163439537 0x7ffcdb027dd8 0x1.54840a8abac70p+6
binary64 1526201644108074 5407648325862965239 0x7ffcdb027dd0 0x1.d12db34146d91p+4
binary64 1526201644108087 7523144459163439537 0x7ffcdb027dd8 0x1.8bc0a69f7b7a5p+6
binary64 1526201644108088 5407648325862965239 0x7ffcdb027dd0 0x1.54840a8abac70p+6
binary64 1526201644108100 7523144459163439537 0x7ffcdb027dd8 0x1.8fbd5921bd793p+6
binary64 1526201644108101 5407648325862965239 0x7ffcdb027dd0 0x1.8bc0a69f7b7a5p+6
binary64 1526201644108113 7523144459163439537 0x7ffcdb027dd8 0x1.8ffbf67562596p+6
binary64 1526201644108114 5407648325862965239 0x7ffcdb027dd0 0x1.8fbd5921bd793p+6
binary64 1526201644108126 7523144459163439537 0x7ffcdb027dd8 0x1.8fffc187a8dc2p+6
binary64 1526201644108127 5407648325862965239 0x7ffcdb027dd0 0x1.8ffbf67562596p+6
binary64 1526201644108139 7523144459163439537 0x7ffcdb027dd8 0x1.8ffffc3aa1a38p+6
binary64 1526201644108140 5407648325862965239 0x7ffcdb027dd0 0x1.8fffc187a8dc2p+6
binary64 1526201644108152 7523144459163439537 0x7ffcdb027dd8 0x1.8fffffc5c95d6p+6
binary64 1526201644108153 5407648325862965239 0x7ffcdb027dd0 0x1.8ffffc3aa1a38p+6
binary64 1526201644108165 7523144459163439537 0x7ffcdb027dd8 0x1.8ffffffc7e1d1p+6
binary64 1526201644108166 5407648325862965239 0x7ffcdb027dd0 0x1.8fffffc5c95d6p+6
binary64 1526201644108178 7523144459163439537 0x7ffcdb027dd8 0x1.8fffffffc9f0bp+6
binary64 1526201644108179 5407648325862965239 0x7ffcdb027dd0 0x1.8ffffffc7e1d1p+6
binary64 1526201644108191 7523144459163439537 0x7ffcdb027dd8 0x1.8ffffffffcbf4p+6
binary64 1526201644108192 5407648325862965239 0x7ffcdb027dd0 0x1.8fffffffc9f0bp+6
binary64 1526201644108214 7523144459163439537 0x7ffcdb027dd8 0x1.8fffffffffcdep+6
binary64 1526201644108215 5407648325862965239 0x7ffcdb027dd0 0x1.8ffffffffcbf4p+6
binary64 1526201644108227 7523144459163439537 0x7ffcdb027dd8 0x1.8ffffffffffcfp+6
binary64 1526201644108228 5407648325862965239 0x7ffcdb027dd0 0x1.8fffffffffcdep+6
binary64 1526201644108240 7523144459163439537 0x7ffcdb027dd8 0x1.8fffffffffffdp+6
binary64 1526201644108241 5407648325862965239 0x7ffcdb027dd0 0x1.8ffffffffffcfp+6
binary64 1526201644108253 7523144459163439537 0x7ffcdb027dd8 0x1.9000000000000p+6
binary64 1526201644108254 5407648325862965239 0x7ffcdb027dd0 0x1.8fffffffffffdp+6
binary64 1526201644108266 7523144459163439537 0x7ffcdb027dd8 0x1.9000000000000p+6
binary64 1526201644108267 5407648325862965239 0x7ffcdb027dd0 0x1.9000000000000p+6
